,Name,Email ID,Bank ID,Age,Location,Music preference,Risk,Net worth,Investment goals,Income per annum,Favorite Songs
456,Randall Cannon,hayden77@example.com,BID39727,26,"North Joshuafurt, Colorado",groove,High,$130585,Child's education,$93727,"Barney's, Groove Guide, Last Time We Kissed"
457,Jonathan Le,wellsjoan@example.com,BID26023,47,"Brewerville, South Carolina",alt-rock,Low,$388030,Retirement savings,$92488,"Working for the CCP, FRIENDINTHEDARK, I Said Hey What's Going On"
458,Chase Crawford,krauseanna@example.com,BID14806,42,"North Johnfort, Maine",progressive-house,Low,$152184,Travel,$50111,"Double Confetti, Impressive Melodic Progressive House, Constellations (2021) - Mixed"
459,Caitlin Watts,amy71@example.com,BID38880,62,"Lake Tinafort, Texas",philippines-opm,High,$200456,Child's education,$93015,"Opm Medley: When I Met You, Panalangin, Sa Kanya"
460,Dr. Danny Carlson MD,morrismichael@example.org,BID59557,33,"New Jennifer, Louisiana",detroit-techno,High,$130115,Child's education,$92791,"Jupiter Jazz, Time Space Transmat, The Interrogation - Connor"
461,Benjamin Hughes,kentkatherine@example.net,BID51677,50,"North Aaron, Maine",cantopop,Low,$457587,Travel,$21023,"成就感, 逼得寵物太緊, 廣東歌 (feat. SENZA A Cappella and 熊熊兒童合唱團)"
462,Ms. Carrie Santiago,sanderslisa@example.org,BID29283,24,"New Williammouth, Maine",rainy-day,High,$27059,Travel,$61968,"Rainy Day, Dream Away, Rainy Day at the Cafe, Rainy Day in Autumn"
463,David Moreno,david43@example.com,BID11948,62,"East Amandaborough, Pennsylvania",electro,High,$168996,Retirement savings,$75919,"Electromix Volumen 5, electro-dembow, ElectroFusion Odyssey"
464,Brandon Marshall,karina15@example.net,BID21219,41,"East Lisa, Kentucky",death-metal,Low,$84553,Child's education,$25820,"Death Metal Pizza, Miss Alissa, I Cum Blood"
465,Tara Duncan,jamesfranco@example.net,BID32489,22,"Owensmouth, Rhode Island",forro,Low,$231607,Child's education,$76446,"FORRO, Acabou, Forró da Casa Grande"
466,Rachel Vance,abigail13@example.com,BID15460,64,"Courtneyborough, North Carolina",bossanova,High,$42818,Travel,$79313,"Bossa Nova x West Coast (Mashup) - Remix, Bossa nova marina, Bossa Nova Baby (Bonus Track)"
467,Kristin Villa,wortiz@example.com,BID34934,40,"Hunterville, Pennsylvania",edm,Low,$480622,Retirement savings,$42120,"Withdrawls (Edm Remix), EDM O' CLOCK, Edmund Kemper"
468,Laurie Richards,andrew59@example.net,BID49811,33,"Angelaton, Idaho",new-age,Low,$28671,Buy a new house,$63133,"New Age Relaxing Therapy, New Age Yakuza, Esoteric Habitat"
469,James Jensen,harveylydia@example.net,BID35995,56,"New Briannachester, Virginia",metal,Low,$277567,Travel,$43852,"The Metal, METALI!! - feat. Tom Morello, Metalingus"
470,Andrew Singleton,elizabeth51@example.net,BID20497,54,"Brittanyburgh, Maryland",indian,High,$181419,Travel,$24087,"Indian Teamwork, Indiana Jones, Indian Phonk Eki"
471,Tiffany Cummings,judithpetersen@example.com,BID80568,46,"West Matthew, Hawaii",samba,Low,$323651,Travel,$26772,"Samba De Amigo, Magalenha, Samba Da Minha Terra - Live At Carnegie Hall/1964"
472,Kenneth Cameron,bhodges@example.com,BID46069,34,"East Nicole, Georgia",world-music,High,$261806,Child's education,$72615,"Ski Party Yodel - Music from the Swiss Mountains, A Hero Will Rise, Reign of Vengeance"
473,Barbara Patterson,katherine79@example.com,BID19849,24,"Lake Sierramouth, Wyoming",punk-rock,High,$285785,Child's education,$57488,"Punk-Rock, Punk Rock Superstar, Punk Rock"
474,Michael Rubio,irogers@example.net,BID37824,19,"Sampsonfurt, Virginia",emo,High,$267241,Buy a new house,$48622,"Emo Boy, EMOJI, Emotional Crank"
475,Lisa Gardner,vgarcia@example.com,BID80529,41,"New Molly, Vermont",brazil,High,$274562,Retirement savings,$49835,"Brazilian Blues, BRAZILIAN DUBSTEP FUNK, Brazilera - Remix"
476,Jessica Henry MD,russell16@example.com,BID60056,39,"East Joannaview, Arizona",cantopop,Low,$465056,Child's education,$56181,"容易受傷的女人, 換到千般恨, 單戀高校"
477,Michael Davis,zcabrera@example.com,BID24500,26,"East Katie, Arizona",trip-hop,Low,$331690,Buy a new house,$59492,"Paradise, Trip Hop (feat. Engelwood), Trip Hoppin'"
478,Lee Griffin,grahamcheryl@example.org,BID85184,22,"Holthaven, Oregon",alt-rock,Low,$335186,Travel,$34721,"Ghosterture, Closing Time, Ghostlogue"
479,Donna Stout,simmonsrachel@example.net,BID82407,31,"Roberthaven, Iowa",j-rock,High,$364725,Child's education,$44709,"Just Give Me a Reason, Semakin Sendiri, Just the Way You Are"
480,Tammy Meadows,laurahall@example.com,BID31675,28,"West Luisshire, Pennsylvania",disney,Low,$352534,Child's education,$78439,"DISNEY, Beauty and the Beast, Go the Distance"
481,Veronica Williams,ochoajon@example.com,BID45931,53,"Lake John, Delaware",mpb,High,$95863,Travel,$21658,"Mob Tied, Mbappé - Remix, MyBoi - TroyBoi Remix"
482,Christina Hoffman,dmarquez@example.net,BID17402,51,"Thomastown, New Jersey",opera,Low,$363282,Buy a new house,$32296,"CDN Operativo Oaxaca, Opera of the Urchin, Opera Haus"
483,Paul Vaughn,jenniferwilliams@example.org,BID86614,60,"Rodgersbury, New York",j-rock,Low,$372755,Buy a new house,$43483,"246, J Rock Skit, Ride Around (feat. Jrock & South)"
484,Sally Thompson,james83@example.org,BID21817,63,"West Andrew, Hawaii",metal-misc,High,$314005,Travel,$57610,"Metal Militia (Live at The Lyceum Theatre, London, UK – December 20th, 1984), Metal Armor Clang Hit Bang Sound Effects Sound Effect Sounds EFX Sfx FX Impacts Impacts Miscellaneous, Crash, Various - Heavy Metal and Glass Impact and Crash Miscellaneous Crashes, Hits & Impacts, FX"
485,Joe Clark,jessicaharris@example.com,BID30297,38,"East Anthony, North Carolina",alt-rock,High,$215088,Buy a new house,$78485,"Closing Time, ALTERNATIVE, FRIENDINTHEDARK"
486,Bryan Lee,jeffrey81@example.net,BID65090,32,"Lynnville, Ohio",kids,High,$410344,Buy a new house,$68991,"First Class, KIDS, Kids on Drugs"
487,Kimberly Ortiz,princejoseph@example.net,BID12729,51,"South Aprilchester, Alabama",sleep,Low,$252259,Travel,$71579,"Sleep Thru Ur Alarms, Sleepy Bedroom Noise, Sleepyhead"
488,Kristen Johnson,ywatkins@example.com,BID35979,34,"Elizabethview, Wyoming",soundtracks,Low,$238934,Travel,$86642,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version, Soundtrack of My Life, Soundtracks & Come Backs"
489,Chase Sloan,jameshowe@example.org,BID80304,36,"Kathrynhaven, North Carolina",acoustic,Low,$174329,Child's education,$81570,"When the Party’s Over, Wicked Game, Snooze (Acoustic) (feat. Justin Bieber)"
490,Michelle Myers,ghoward@example.org,BID15210,65,"Staffordport, Nevada",brazil,Low,$167876,Buy a new house,$35482,"Brazilian Soul (feat. Sofi Tukker) - Acoustic Bossa Version, Brazilian Phonk Mano - Super Slowed, BRAZILIAN DANÇA PHONK - Remix"
491,Sarah Burgess,andrewhudson@example.org,BID41199,58,"Whitneyton, Missouri",new-age,Low,$311334,Buy a new house,$90819,"New Age Blues, Cosmic Energy, New Age Gangstas"
492,Jade Buchanan,pamela79@example.com,BID62189,49,"New Christophershire, New Jersey",new-age,High,$471574,Travel,$65650,"Wicca, Cosmic Energy, New Age blunt Wrap"
493,Amanda Watkins,williamsjohn@example.net,BID39460,31,"Rodriguezland, Wisconsin",mandopop,High,$61612,Travel,$55684,"Squid Sisters (The Fresh Remix), Balloons, 無人熟識"
494,Charles Heath,danielle21@example.org,BID14036,48,"East Samueltown, Louisiana",club,Low,$449517,Travel,$85325,"I'll Be Around (feat. Timbaland) - Club Mix, Club Eden, CLUB SANDWICH"
495,Kimberly Stone,gschmidt@example.net,BID83712,59,"Monicafurt, Oklahoma",road-trip,Low,$248685,Buy a new house,$78658,"Road Trippin’ Blues, The Road Trip, Road trip"
496,Eugene Owens,kara34@example.com,BID51654,33,"New Aaron, North Carolina",alt-rock,Low,$162503,Buy a new house,$23490,"Outside Woman Blues, Oggy, Alter Ego"
497,Jason Miller,bwilliams@example.com,BID71318,31,"Lake Jeremy, Kansas",power-pop,High,$125624,Travel,$66054,"Moon!! (Avec Avec Moonlight Power Pop Re-Arrange), Pop Muzik, Panic"
498,Deanna Burns,justin47@example.net,BID61903,42,"Frostmouth, Delaware",honky-tonk,Low,$33411,Buy a new house,$77959,"Honky Tonk Badonkadonk, Honky Tonk Song, 5-1-5-0"
499,Richard Montgomery,esantos@example.org,BID32577,30,"Melissafort, Connecticut",emo,Low,$23588,Travel,$34435,"Emotionally Scarred, Emotional Torn, Emotional Rescue - Remastered 2009"
500,Ronald Thomas,nrobinson@example.org,BID88642,61,"South Carol, New Mexico",reggae,High,$166415,Child's education,$69548,"Reggaeton, Champagne Rose, This Is Reggae Music - Single Version"
501,Charles Glover,brianrice@example.com,BID90860,37,"South Johnhaven, Maine",dubstep,High,$73079,Retirement savings,$26806,"Dubstep I'm Everywhere, Dubstep Is Dead, Sandstorm (Dubstep Remix)"
502,Thomas Zimmerman,williamsjeffrey@example.org,BID96320,57,"Lake Triciaburgh, Tennessee",black-metal,Low,$63569,Buy a new house,$30138,"Black Metal War!, Black Metal Rap, From the Dark Past"
503,Thomas Whitaker,umorris@example.org,BID41152,57,"Georgetown, Illinois",latin,High,$357773,Retirement savings,$62074,"Latin Beat, Latina (feat. Maluma), Julieta"
504,Ian Washington,vfrench@example.org,BID61025,62,"Ashleymouth, Michigan",reggae,Low,$411148,Travel,$61136,"Sweet Reggae Music, Reggae Calling, Easy"
505,Nicole Guzman,srivers@example.org,BID38362,47,"Anthonyborough, South Dakota",singer-songwriter,High,$491538,Retirement savings,$48842,"Be Happy for Me, Singer Songwriter, Say Yes"
506,Jennifer Nelson,heidibailey@example.org,BID54651,20,"Lake Aliciaburgh, Arizona",french,Low,$306566,Retirement savings,$74054,"French Tings, Dernière danse, French (feat. Hodgy)"
507,Alexandria Thomas,christopher38@example.com,BID35438,33,"Goodwinhaven, Florida",romance,Low,$268225,Buy a new house,$72039,"romance is dead, Romance, Romance No. 2 In F Major, Op. 50"
508,Daniel Ramirez,eric38@example.org,BID85977,46,"Barbaraview, Tennessee",pop-film,Low,$52570,Child's education,$49363,"Beauty and the Beast, Film, Movie Popcorn"
509,Charlene Gregory,qcook@example.net,BID24679,50,"South Anna, Arizona",salsa,Low,$276771,Travel,$95896,"Valió la Pena - Salsa Version, Salsa Y Sabor, Salsaton - Salsa"
510,Daniel Alvarado,timothyjenkins@example.net,BID73367,42,"South Brendaborough, New Jersey",jazz,High,$52563,Travel,$89444,"Jazz Suite No. 2: VI. Waltz II, Jazzy Afternoon, Jazzie Robinson"
511,Peter Gray,ngallegos@example.com,BID99362,26,"East Matthewview, Delaware",deep-house,High,$95544,Travel,$23417,"Miami Underground, Deep-house, Hiding from Something"
512,Christine Jennings,ifernandez@example.org,BID72086,51,"Philiphaven, West Virginia",garage,Low,$454332,Child's education,$40924,"Garage Music, Garage Liddiard, GARAGE (Main Menu)"
513,Gary Osborn,mgreene@example.net,BID13107,64,"Lisaview, Utah",latino,Low,$386349,Retirement savings,$37207,"ElectroLatino garden, Latino - Nicolas cuer reversible Remix, Latinos Unidos (feat. Lil Rob)"
514,Hannah Gonzalez,david24@example.org,BID81391,45,"Beardside, Virginia",iranian,Low,$498814,Retirement savings,$72203,"Iran Football Song: World Cup Anthem Of Iran National Football Team, Irani Song (آهنگ جدید شاد ایرانی), Iranian Old Songs"
515,Sara Lee,martinsimmons@example.net,BID85943,23,"West Reginamouth, Louisiana",show-tunes,High,$236507,Travel,$72973,"The Fighting Irish (Notre Dame Fight Song), Mork and Mindy Main Tv Show Theme, Chickenhawk"
516,Patricia Davis,brittney25@example.org,BID38897,30,"West Christopherstad, Alaska",reggae,Low,$486966,Buy a new house,$31953,"Reggae Mylitis, Champagne Rose, Tomorrow People"
517,Alexander Bennett,dawnnorris@example.org,BID60675,22,"New Donnaport, Michigan",pagode,Low,$91518,Retirement savings,$46044,"Pagode da Desculpa, Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo), Madalena Do Jucú/ Isso É Fundo De Quintal/ Feliz Da Vida"
518,Katie Johnson,dakota67@example.org,BID70800,51,"South Matthew, Illinois",singer-songwriter,Low,$452077,Travel,$48447,"Wild Wisteria, Dancing in the Dark, Lake Shore Drive"
519,Edwin Todd,john45@example.com,BID97493,59,"Lorifurt, Connecticut",rockabilly,Low,$325148,Buy a new house,$57837,"Rockabilly Christmas, Rockabilly Boogie Man, Rockabilly Blues"
520,Roger Vasquez,zgross@example.net,BID41459,28,"Port Kimberly, Colorado",chicago-house,Low,$132667,Buy a new house,$26651,"Anxiety's Moment - 2002 Remaster, House Music - Radio-Edit, The Hacienda 1990 - Original Mix"
521,Matthew Strong,cpeterson@example.org,BID59776,24,"Youngmouth, Georgia",reggaeton,High,$376052,Travel,$57351,"Reggaeton Room, Reggaeton, Cuando Baila Reggaeton"
522,Gregory Scott,alexisschultz@example.net,BID69490,28,"East Isaiahmouth, Maryland",tango,High,$396724,Travel,$35907,"Cell Block Tango, Te Aviso, Te Anuncio (Tango), tango!"
523,Mrs. Carrie Mckee,bgonzalez@example.com,BID53924,49,"North Sylvia, Texas",summer,High,$292216,Buy a new house,$86158,"Summer Love, Summer 2020, Unloyal (with Ari Lennox)"
524,Allison Duncan,vmiller@example.org,BID32774,52,"Grantport, Hawaii",drum-and-bass,High,$423325,Buy a new house,$28160,"Drum and bass father bassline - refix, Drum n Bassa, UK Drum N Bass"
525,Nicholas Black,fjones@example.org,BID85313,44,"Kylebury, Georgia",french,Low,$204002,Buy a new house,$76481,"On/Off, French National Anthem, Unforgettable"
526,Robert Thompson,shaffercatherine@example.com,BID21239,20,"East Mark, New Hampshire",progressive-house,Low,$327082,Travel,$31163,"Progressive House Swedish - Very Contemporary House Groove, Progressive House - Relaxation for Developers, Melody Dazzle"
527,Bruce Irwin,ihayes@example.org,BID35898,22,"Port Timothy, Michigan",reggaeton,High,$113774,Child's education,$95431,"Reggaeton Room, Chupón, Reggaeton Balvin"
528,Gregory Johnson,warroyo@example.net,BID84880,59,"Bryanside, Pennsylvania",romance,Low,$95595,Retirement savings,$66350,"Romance (Arr. J. Williams for Guitar & Orchestra), Romance No 2 'Normandie', Romance Garbage"
529,Joanne Knapp,bdouglas@example.org,BID55806,53,"South Haley, Wyoming",j-pop,High,$209427,Buy a new house,$50904,"Only Jah Know, SUH ME LUV IT (feat. Jada Kingdom), 好き好き大好き - 2016 Remaster"
530,Janet Young,sanchezwendy@example.com,BID60795,46,"South Tammy, Maryland",ska,Low,$30482,Retirement savings,$35588,"Skank N Flex (with Scrufizzer), Skate, Skandinaviska Nätter"
531,Adam Roberts,erinlambert@example.com,BID70063,38,"Robinsonbury, Texas",salsa,High,$50671,Buy a new house,$34146,"Fabricando Fantasías - Salsa Version, Salsa Y Control, Salsa de Ahora"
532,Marcus Sanchez,nguyenmartin@example.com,BID97445,28,"New Richard, Maine",tango,Low,$176084,Travel,$35694,"Te Aviso, Te Anuncio (Tango), Little Lies - 2017 Remaster, Tango italiano - Remastered"
533,Paul Patton,nreese@example.org,BID62232,59,"South Katrina, Colorado",summer,Low,$391483,Travel,$98536,"Summer Of '69, Broken Promises, Summer"
534,Samantha Mann,ymiddleton@example.org,BID89680,64,"West Christine, Wisconsin",afrobeat,Low,$480937,Child's education,$48844,"Afrobeat 1, AFROBEATZ # 1 RIDDEM, Put Your Back in It (Afrobeat)"
535,Madison Young,kelly12@example.com,BID94026,27,"Smithview, Colorado",indian,High,$491140,Child's education,$66755,"Indian Song, The Indian Anthem, Indiana Jones"
536,Laura Jackson,evansmatthew@example.com,BID30124,35,"Port Josephtown, Colorado",hardstyle,High,$437211,Travel,$30206,"HARDSTYLE DRILL 2009 NOKIA ANGELZ 1.6, EVERYTIME WE TOUCH HARDSTYLE (SPED UP), ONLY GIRL HARDSTYLE"
537,Kaitlyn Diaz,kpark@example.net,BID61605,23,"New Randyhaven, West Virginia",work-out,Low,$471819,Child's education,$94310,"It'll All Work Out (Bonus Track), work out 2, Work Out."
538,Tony Hall,yreynolds@example.net,BID29129,44,"Vargasmouth, Virginia",deep-house,Low,$348268,Child's education,$68773,"Deep House Diaries, Deep House Chill Music: Beachy Daydreaming Vibes, Freeze"
539,Andrew Norris,hgreen@example.com,BID74354,58,"New Daniel, Alaska",metalcore,Low,$47545,Buy a new house,$99960,"Nordlys, Radiant Ascension, Dragonborn"
540,Lynn Galvan,derek16@example.com,BID42074,58,"Mitchellborough, Colorado",ska,High,$228693,Retirement savings,$42094,"Skanks For Nothin', Skating, Skateboard P (feat. Big Sean)"
541,Harold Miller,brandon32@example.org,BID81880,53,"Micheleshire, North Carolina",goth,Low,$389330,Retirement savings,$70511,"Alone in the Mountains, Gotham City, Gotham City Guys"
542,Shirley Dominguez,ryanjohnson@example.net,BID44773,57,"East Courtneyside, New Jersey",opera,Low,$219239,Travel,$75542,"Smooth Operator - Single Version, Operator (He Doesn't Call Me), Operations"
543,Jamie Cochran,daniel39@example.org,BID97035,28,"Kimberlybury, Washington",salsa,Low,$203026,Travel,$23165,"Salsa del Cielo, Salsa Y Control, Salsaton - Salsa"
544,Kara Porter,bwilson@example.com,BID23649,25,"Jonton, Mississippi",afrobeat,Low,$214440,Retirement savings,$98542,"Afro house 2, AFROBEATZ # 1 RIDDEM, Soundgasm"
545,Lindsay Blevins,jtrujillo@example.org,BID20483,34,"East Regina, Wisconsin",grunge,Low,$361231,Travel,$95628,"GRUNGE BO! X), Grunge, 90's Grunge"
546,Lindsay Freeman,dustinhuerta@example.com,BID20053,49,"North Melvintown, Oklahoma",house,Low,$288721,Retirement savings,$41223,"Change (In the House of Flies), House of Cards, A House In Nebraska"
547,Stephanie Castillo,uflowers@example.net,BID81409,38,"Lake Janetburgh, Massachusetts",k-pop,Low,$23760,Travel,$41335,"K-POP - Chopped & Screwed, Super Shy, What You Know Bout Love"
548,Edward Hill,christopherriley@example.com,BID70974,34,"New Andrea, South Dakota",minimal-techno,Low,$353088,Travel,$86241,"Minimal Techno & EDM Minimal House - Car Music - Mixed by RTTWLR, Minimal Electro, Rica Night"
549,Ashley Harvey,barbara91@example.org,BID66023,27,"South Tommy, Delaware",rock-n-roll,High,$62358,Child's education,$27956,"West Coast, Rock & Roll Band, Rock 'n' Roll High School - 2002 Remaster"
550,Vanessa Cooper,ncarlson@example.com,BID15348,43,"Garciaton, New York",philippines-opm,Low,$174147,Travel,$22423,"Ilysb, Sa Kanya, Opm Medley: When I Met You"
551,Hailey Johnson,rshelton@example.net,BID48141,60,"Andersenstad, South Dakota",soul,Low,$98056,Buy a new house,$87143,"We Ride, Soul Tied, Soulful Stroll"
552,Karen Mcdonald,fordchristopher@example.net,BID86867,63,"East Steven, Colorado",cantopop,Low,$154239,Travel,$89078,"Victoria, 心急人上, 無表面傷痕"
553,Michael Esparza,ythomas@example.com,BID60288,44,"Beanborough, Massachusetts",happy,High,$266416,Buy a new house,$49838,"Happy Birthday - Mariachi, Happy Working Song - From ""Enchanted"" / Soundtrack Version, Happy Song"
554,Savannah Cox,danielleli@example.org,BID64498,59,"North Anthonymouth, Illinois",heavy-metal,High,$173292,Buy a new house,$50309,"Heavy Metal Love, Heavy Metal Wings, Heavy Metal Love - ZERO THREE ZERO Phonk Remix"
